species_key,occurrence_count
7473328,450
7617789,450
7744278,450
8403707,450
8998109,450
5352080,450
4139261,450
5343791,450
3984009,450
5305751,450
11191116,450
2836743,450
3026541,450
3150505,450
3659102,450
3755115,450
3808665,450
3956106,450
3111801,450
4008052,450
4120743,450
4153282,450
4198859,450
4260345,450
5274912,450
5287363,450
5290178,450
4105740,450
5419971,449
7150735,449
6405265,449
5828206,449
5681960,449
5595022,449
5298654,449
5416719,449
5384850,449
5380602,449
5358688,449
4933627,449
7265331,449
7229062,449
8644031,449
7268491,449
7285752,449
7310025,449
7385830,449
7434875,449
7743575,449
7775672,449
7833459,449
8044972,449
8094147,449
4110871,449
9115083,449
9422459,449
9804074,449
4931481,449
5337452,449
4096073,449
2968571,449
10723295,449
4047797,449
2705158,449
2756069,449
2781949,449
2801433,449
2805345,449
2857471,449
2873374,449
2914535,449
2922178,449
2924941,449
2929226,449
2956014,449
2641158,449
3041540,449
3701738,449
3921008,449
3874351,449
3830024,449
3827542,449
3793658,449
3829876,449
3660371,449
3171278,449
3111919,449
3081576,449
3076196,449
3055962,449
5406270,448
6026701,448
5827766,448
5645835,448
5556257,448
5525425,448
5303388,448
5400952,448
5336171,448
5335094,448
5314551,448
7298647,448
5280577,448
6027358,448
7678553,448
7311328,448
7335664,448
7422755,448
7437087,448
7453222,448
7493729,448
7728565,448
7740866,448
7792540,448
8054492,448
8125162,448
8169144,448
4175707,448
4277140,448
2765661,448
4105652,448
3084596,448
4105644,448
2693693,448
2733315,448
2742309,448
2841289,448
2908916,448
2926253,448
2932583,448
2956295,448
2968787,448
2969015,448
2972245,448
3001132,448
2930942,448
3095232,448
3829519,448
3128045,448
4021416,448
4001662,448
3946682,448
3840644,448
4047850,448
3800364,448
3791755,448
3721703,448
3137486,448
3129288,448
4260147,447
5414958,447
5342570,447
5341592,447
5304909,447
5283515,447
4277051,447
3936061,447
4169640,447
5523793,447
4135629,447
4070593,447
4016273,447
3995682,447
5418398,447
9309872,447
5555958,447
5563085,447
5601500,447
5671008,447
5677418,447
7265187,447
7286990,447
7304422,447
7334756,447
7563997,447
7667493,447
7716635,447
8102575,447
9502874,447
3986877,447
3171713,447
3819780,447
2893171,447
3801829,447
12205191,447
2664926,447
2666657,447
2675508,447
2692605,447
2701440,447
2712441,447
2765978,447
2766803,447
2841472,447
2846209,447
2873898,447
2887009,447
2746684,447
2929591,447
3049045,447
2951559,447
3751597,447
3641441,447
3607108,447
3173226,447
3054785,447
3055378,447
3045442,447
3033904,447
2978547,447
2955994,447
2952010,447
5330012,446
5416508,446
5389181,446
5357635,446
5348069,446
5336706,446
5333306,446
4136170,446
5303863,446
5288317,446
5285086,446
5279732,446
4161792,446
4151962,446
5563125,446
5558282,446
8395047,446
5579436,446
7392213,446
4020268,446
8107355,446
7950677,446
7599644,446
7438620,446
7428209,446
7317621,446
5590986,446
7313985,446
7304261,446
7300394,446
7156959,446
5661173,446
5617588,446
4055490,446
7323711,446
3989499,446
2979468,446
2942206,446
2930459,446
2930367,446
2930198,446
2926532,446
2911428,446
2892878,446
11062484,446
2870898,446
2755642,446
2747008,446
2719575,446
2709952,446
2656620,446
3985430,446
2965211,446
2738058,446
3028534,446
3714695,446
3056720,446
3966592,446
3926853,446
3834797,446
3827581,446
3765858,446
3884438,446
3709467,446
3105376,446
3185537,446
3166804,446
3144244,446
3114251,446
3686073,446
6391746,445
6382079,445
5665227,445
5602906,445
5569861,445
5405229,445
5548600,445
5541614,445
5391062,445
5365556,445
7280906,445
5341236,445
7267196,445
7785307,445
7282923,445
7313216,445
7316647,445
7317333,445
7332373,445
7386655,445
7883218,445
7958926,445
8107618,445
9167736,445
9190125,445
9555639,445
5334042,445
5334788,445
4025747,445
5281841,445
2847404,445
5280930,445
10981167,445
2644855,445
2703620,445
2705419,445
2719113,445
2721745,445
2747364,445
2755608,445
2778245,445
2814229,445
2841396,445
2729327,445
2882534,445
3607448,445
2961132,445
3987142,445
3772521,445
3710038,445
3607628,445
4256564,445
3150306,445
3131606,445
3121499,445
3036814,445
2985906,445
5349935,444
5386394,444
5385001,444
5369669,444
5364182,444
5358550,444
5332344,444
5336193,444
5335622,444
5395572,444
5321799,444
5290726,444
5289881,444
5389440,444
4196041,444
5556331,444
5571444,444
5680532,444
5685791,444
6064272,444
7323994,444
7430184,444
7430434,444
7532910,444
7581852,444
7792969,444
8300916,444
9637545,444
4939868,444
4140961,444
4150829,444
3629452,444
2704192,444
2712315,444
2721995,444
2765729,444
2841604,444
2865315,444
2918965,444
2928182,444
3061183,444
3127329,444
3177272,444
3618331,444
2926543,444
3663553,444
3846348,444
3666145,444
3996809,444
3960636,444
3936886,444
3881569,444
4045178,444
3833883,444
3755651,444
3752980,444
3700478,444
3682539,444
5339620,443
5637878,443
5637562,443
5601271,443
5569524,443
5341202,443
5280635,443
5329597,443
5294845,443
7270590,443
4925544,443
4161642,443
4152802,443
6453197,443
9629033,443
7276821,443
7307539,443
7323195,443
7766680,443
7976478,443
8109831,443
8312934,443
8365026,443
8563407,443
8584785,443
8958742,443
9043988,443
9618962,443
4105827,443
4136784,443
4153364,443
4087928,443
3048101,443
4038099,443
10727084,443
11109445,443
2700713,443
2701266,443
2706272,443
2712101,443
2839767,443
2893120,443
2898328,443
2942926,443
2956386,443
2969644,443
3043244,443
2856194,443
3084575,443
3799000,443
3105008,443
3939665,443
3877178,443
3850448,443
3840203,443
3849638,443
3737740,443
3169629,443
3158436,443
3113579,443
3105690,443
5297650,442
4191647,442
5284007,442
5282912,442
5281682,442
4201717,442
4196128,442
3931303,442
4182355,442
4151934,442
4148199,442
4061422,442
4004487,442
3986300,442
5392012,442
5385913,442
8347434,442
5409803,442
5409806,442
5571791,442
5635148,442
5668162,442
6784840,442
7131289,442
7267170,442
7309291,442
7582510,442
7623210,442
7699323,442
7968589,442
8082123,442
3871437,442
3877602,442
2670733,442
3826916,442
2841283,442
2928419,442
2872880,442
2869055,442
2867394,442
2857258,442
2852900,442
2840711,442
2955699,442
2789939,442
2726117,442
2702795,442
3731876,442
12176639,442
10736169,442
2950376,442
2697887,442
2971320,442
3086093,442
2977396,442
3704915,442
3669745,442
3121574,442
3118402,442
3103480,442
3702702,442
3080043,442
2979199,442
3045597,442
3034284,442
3024002,442
3055858,442
5828227,441
5681354,441
5602447,441
5585728,441
5573503,441
5312687,441
5412897,441
5403256,441
5294824,441
5292414,441
7295698,441
5292204,441
7288702,441
8112196,441
7307389,441
7309883,441
7315737,441
7405192,441
7503523,441
7810965,441
8121673,441
8168552,441
8222144,441
8327014,441
9676473,441
5272932,441
5289932,441
2704871,441
4375554,441
3025328,441
4177646,441
10812210,441
11138082,441
2670193,441
10776470,441
2720696,441
2762232,441
2829769,441
2864553,441
2875793,441
2878483,441
2956347,441
2744498,441
3053576,441
3873532,441
3103958,441
4134240,441
4110091,441
4051471,441
3876446,441
3904098,441
3824613,441
3667033,441
3152236,441
3122007,441
5381695,440
5290776,440
5348060,440
5331477,440
5331130,440
5320658,440
5294776,440
3909911,440
4177843,440
4161019,440
4068912,440
4016390,440
4011912,440
5567637,440
5539001,440
8418210,440
5588247,440
7228846,440
7321733,440
7322937,440
7329062,440
7467237,440
7541996,440
7604156,440
7684499,440
8056147,440
8139760,440
8254593,440
3828957,440
9421714,440
3876579,440
4003367,440
3701578,440
2898141,440
3612749,440
10257056,440
10722542,440
10784518,440
10790917,440
11755825,440
2683297,440
2693009,440
2704053,440
2721043,440
2756856,440
2773813,440
2797107,440
2872301,440
2707785,440
2913219,440
3109483,440
2925953,440
3169478,440
3153368,440
3146793,440
3144718,440
3135697,440
3135954,440
3088333,440
3059861,440
3033882,440
3029559,440
2943478,440
5529076,439
5710168,439
5614616,439
5588185,439
5576918,439
5571399,439
5555376,439
5311354,439
5414593,439
5381527,439
5372502,439
5357759,439
5345232,439
5331499,439
7328587,439
7316769,439
9695405,439
7333033,439
7413576,439
7546023,439
7572222,439
7725922,439
7764452,439
7805805,439
7819243,439
7863079,439
7878284,439
8025829,439
8038140,439
8188007,439
9500927,439
4936603,439
5282340,439
2704033,439
4205597,439
2971599,439
10748174,439
4181101,439
11173803,439
2651312,439
2694530,439
2784033,439
2802353,439
2836414,439
2877956,439
2888425,439
2893360,439
2911433,439
2917835,439
2954089,439
2856173,439
3024763,439
3572841,439
4149949,439
3065023,439
3998872,439
3860712,439
3711829,439
3661030,439
4026848,439
3176514,439
3138360,439
3134377,439
3083699,439
3083530,439
3074333,439
5414536,438
7264958,438
6431990,438
5681439,438
5640396,438
5609481,438
5543609,438
5400137,438
5405171,438
7276617,438
5377212,438
5373187,438
5342186,438
5341376,438
5313640,438
7269659,438
9277407,438
7289741,438
7300038,438
7308883,438
7317439,438
7317673,438
7323921,438
7906648,438
7977217,438
8028323,438
8103874,438
8109774,438
8188925,438
8218176,438
8412627,438
4148805,438
5273473,438
2766526,438
4012356,438
2845050,438
2965385,438
2964466,438
2880351,438
2874542,438
2857969,438
2845564,438
2794015,438
2986218,438
2755322,438
2706295,438
2672458,438
2672129,438
11798059,438
10961666,438
2971644,438
3983866,438
3023858,438
3157101,438
3033751,438
3877251,438
3867318,438
3842543,438
3185234,438
3174583,438
3802705,438
3135884,438
3107977,438
3092895,438
3092595,438
3057798,438
3042359,438
5272874,437
5383512,437
5360523,437
5353403,437
5296234,437
5283988,437
5279909,437
3849883,437
4219134,437
4158229,437
4094832,437
4073683,437
4009682,437
3855395,437
5529117,437
3831291,437
5384842,437
7295249,437
5531928,437
7620831,437
9390900,437
3724536,437
8102626,437
8062955,437
7906157,437
7627937,437
7543094,437
5555492,437
7475619,437
7329479,437
7285280,437
6634904,437
5591423,437
5569326,437
8360707,437
3699032,437
3694113,437
2768353,437
2947307,437
2906902,437
2892239,437
2889690,437
2847493,437
2773418,437
2750471,437
2968993,437
2710101,437
2684266,437
2673940,437
2660901,437
3616631,437
10548248,437
2951754,437
10784098,437
2969145,437
3147413,437
2978704,437
3597135,437
3584081,437
3176390,437
3171600,437
3171236,437
3602674,437
3114244,437
3034368,437
3101053,437
3093545,437
3043189,437
3042039,437
3111455,437
6135784,436
5672406,436
5605442,436
5602421,436
5597971,436
5575756,436
5409183,436
5524177,436
5418266,436
5383925,436
5300631,436
5282683,436
4163057,436
7279842,436
7264583,436
7951757,436
7326417,436
7334214,436
7334487,436
7479649,436
7520423,436
7591216,436
7686053,436
7972790,436
8225259,436
8241662,436
8298868,436
8974506,436
9922917,436
4123691,436
4151287,436
5538689,436
4108737,436
3036530,436
4048050,436
2656308,436
2682868,436
2704259,436
2713227,436
2713283,436
2753064,436
2765527,436
2873612,436
2892470,436
2915046,436
2949640,436
2991566,436
3016092,436
11161239,436
3061321,436
3727216,436
3062212,436
3787123,436
3782775,436
3782260,436
3770225,436
3747015,436
4013210,436
10674286,436
3572149,436
3176992,436
3136214,436
3620551,436
3091501,436
5400434,435
5667892,435
5617100,435
5586900,435
5582726,435
5401827,435
5356449,435
5389088,435
5359080,435
5335073,435
5278972,435
4259407,435
5689752,435
4085798,435
5688070,435
7309764,435
5828528,435
5937631,435
7279613,435
7285865,435
7295367,435
7300685,435
7428622,435
7517539,435
7561016,435
7849294,435
8069749,435
8244261,435
8338835,435
4068823,435
4081183,435
8217564,435
4021487,435
2944694,435
3766049,435
2701303,435
2657493,435
2711586,435
2713072,435
2713751,435
2760754,435
2785876,435
2853035,435
2879011,435
2905774,435
2910762,435
2914085,435
2929650,435
2679568,435
2976720,435
3147966,435
2979041,435
3643239,435
3571740,435
3183263,435
3174597,435
3153789,435
3658889,435
3136929,435
3105056,435
3083036,435
3059736,435
3055812,435
3133531,435
4248783,434
5409726,434
5396210,434
5348741,434
5304920,434
5278913,434
4083862,434
4181158,434
3984105,434
3616453,434
3182894,434
3173373,434
5645282,434
5416077,434
7264799,434
5657371,434
5674056,434
5676654,434
5699272,434
6029361,434
7263475,434
7268132,434
7287724,434
7288097,434
7315275,434
7590315,434
7731846,434
9233275,434
9433727,434
3158329,434
3171405,434
3132787,434
3149812,434
2711900,434
10299697,434
3148662,434
10714696,434
10736788,434
10798072,434
10822396,434
12184376,434
12195789,434
2656507,434
2672406,434
2676008,434
2684114,434
2702355,434
2711567,434
10432506,434
2722995,434
2980548,434
2764671,434
3120021,434
3033802,434
3025017,434
2993791,434
3131085,434
2959482,434
2847286,434
2913803,434
2898048,434
2871839,434
2957907,434
5587064,433
5567479,433
5523207,433
5421189,433
5414581,433
5355261,433
5384821,433
5358234,433
5354808,433
5290368,433
4935945,433
5675306,433
5637397,433
7940559,433
7296970,433
7322799,433
7483230,433
7519113,433
7637229,433
7896234,433
8313805,433
8515825,433
8597966,433
8685745,433
9476326,433
4132387,433
4260674,433
3154729,433
4126700,433
3054267,433
2714531,433
2723325,433
2761292,433
2774805,433
2860176,433
2871281,433
2872417,433
2892091,433
2918850,433
2928568,433
3012369,433
3048501,433
4126440,433
3093347,433
3699112,433
4126093,433
4067965,433
3851119,433
3712229,433
3761378,433
3189677,433
3177594,433
2681359,433
3102910,433
3095716,433
5351907,432
5421085,432
5418337,432
5355476,432
5353714,432
4025021,432
5349601,432
5301217,432
5278181,432
4182511,432
4149475,432
5572174,432
5523453,432
7845581,432
5951165,432
7278154,432
7597455,432
7712184,432
7821504,432
7922787,432
8043055,432
8150909,432
8246116,432
8427476,432
9158473,432
3837660,432
3876351,432
3741353,432
3792086,432
2889557,432
10761627,432
2653172,432
2663014,432
2682616,432
2690092,432
2713037,432
2750118,432
2765100,432
2766929,432
2779457,432
2809995,432
2869721,432
11075119,432
2904021,432
3112872,432
3705352,432
3618070,432
3176538,432
3129475,432
3135142,432
3105785,432
3082391,432
3062972,432
3033011,432
2945123,432
5612297,431
5695826,431
5695465,431
5675679,431
5665828,431
5530140,431
5609887,431
5600046,431
5588554,431
7125468,431
5396286,431
6026620,431
7333693,431
7265706,431
7268036,431
7287672,431
7309134,431
7327817,431
7416533,431
7689788,431
7878219,431
8076078,431
8306746,431
5384356,431
5384387,431
2725588,431
5342262,431
3060202,431
5303779,431
2671274,431
2744888,431
2747313,431
2857341,431
2867107,431
2968852,431
2969181,431
2974821,431
3054656,431
2763001,431
3075850,431
4038573,431
5303434,431
3617625,431
5282663,431
4040504,431
4194580,431
3992494,431
3813002,431
3749246,431
3718208,431
6710792,430
5392988,430
6043494,430
5828204,430
5687048,430
5414957,430
5405931,430
4175196,430
5384860,430
5353128,430
5296091,430
5295260,430
5271861,430
4247089,430
7271515,430
7264496,430
8259566,430
7382656,430
7925835,430
9421831,430
9014667,430
8896528,430
8339104,430
8303452,430
8110773,430
7900232,430
7423153,430
7802717,430
7793433,430
7787264,430
7586673,430
7580282,430
7560022,430
4215618,430
5281196,430
4151551,430
3027580,430
2963364,430
2961144,430
2913310,430
2889637,430
2889347,430
2884433,430
2882545,430
2845774,430
2753369,430
2744088,430
2724140,430
2701029,430
2680042,430
10724482,430
4150485,430
2979757,430
2705016,430
3054670,430
3856868,430
3063052,430
4088173,430
4010324,430
3881607,430
3866078,430
3864206,430
3904542,430
3846831,430
3086283,430
3647215,430
3161524,430
3155799,430
3112187,430
3660058,430
5643128,429
5595755,429
5574508,429
5567119,429
5544328,429
5386438,429
5403391,429
5402148,429
5320873,429
5286032,429
7283800,429
5280724,429
5682185,429
8272306,429
7308611,429
7319354,429
7327677,429
7574765,429
7620202,429
7703306,429
7938215,429
8311786,429
8596463,429
8853744,429
9467591,429
9622289,429
4157892,429
4260812,429
4051090,429
3039306,429
3135395,429
4031601,429
2675478,429
2700969,429
2760762,429
2760784,429
2856327,429
2972433,429
3047649,429
3057307,429
3060046,429
3091275,429
3097087,429
3131643,429
3091999,429
3139818,429
3780592,429
3983737,429
3906617,429
3901055,429
3898741,429
3171398,429
3788209,429
3824273,429
3761371,429
3747678,429
3710342,429
3176895,429
5577915,428
5576485,428
5527823,428
4114846,428
5396055,428
5323864,428
5298375,428
4175682,428
3877364,428
4108696,428
4099829,428
4058109,428
3983448,428
3944011,428
3930689,428
5605044,428
5588197,428
9043960,428
5613889,428
7414546,428
9390605,428
9063937,428
8254960,428
7929792,428
7889881,428
7619233,428
7335721,428
5636188,428
7300820,428
7293725,428
6365214,428
5703979,428
5694160,428
5663610,428
3923420,428
12244889,428
3718361,428
2870162,428
2956459,428
2947751,428
2929649,428
2928198,428
2926173,428
2879735,428
2764136,428
2984972,428
2743851,428
2728749,428
3635482,428
2682842,428
2650405,428
11015968,428
2963953,428
2702689,428
3011323,428
3137417,428
3624501,428
3026318,428
3174410,428
3174394,428
3156576,428
3146714,428
3579265,428
3129412,428
3047184,428
3062824,428
3058553,428
3055491,428
3129250,428
3033042,428
5544358,427
5544186,427
5534388,427
5420135,427
5385471,427
5417722,427
5404382,427
5376477,427
5370388,427
5359525,427
5682517,427
5606855,427
7339340,427
7285570,427
7288591,427
7293156,427
7298658,427
7304647,427
7307804,427
7577476,427
7867092,427
7936674,427
8199376,427
9678314,427
4025244,427
4138430,427
3113685,427
4015895,427
2922234,427
3881888,427
11015020,427
2638210,427
2655520,427
2685721,427
2693949,427
2707765,427
2721279,427
2728087,427
2847886,427
2910302,427
2695499,427
2932779,427
3151363,427
2941865,427
3763838,427
3667774,427
3628738,427
3612715,427
3105078,427
2971724,427
2950140,427
2941986,427
5290720,426
5534489,426
5407281,426
5380349,426
5361783,426
5296329,426
3865003,426
5279103,426
4195950,426
4178484,426
4153356,426
3993045,426
7274027,426
7273900,426
8323361,426
7304428,426
7309045,426
7330231,426
7333108,426
7373361,426
7489012,426
7999589,426
8124382,426
8260082,426
8293669,426
8295541,426
3679288,426
8772140,426
3829666,426
3782381,426
3678752,426
2894623,426
10930409,426
12253062,426
2646256,426
2663437,426
2680905,426
2689003,426
2709750,426
2721398,426
2740364,426
2811295,426
2833589,426
2882960,426
2891608,426
11119728,426
2911650,426
3104424,426
3621004,426
3616569,426
3177111,426
3154365,426
3119961,426
3135990,426
2989544,426
2978703,426
2970741,426
2931617,426
2929653,426
2927505,426
5384868,425
5657165,425
5656913,425
5636735,425
5420946,425
3898350,425
5295616,425
5281692,425
4195875,425
4116945,425
3987356,425
7307458,425
7296660,425
7952817,425
7308552,425
7308767,425
7443408,425
7449250,425
7498738,425
7925728,425
7979948,425
7997193,425
8008194,425
8321919,425
8895658,425
9740501,425
3788757,425
3839502,425
12180870,425
3641006,425
2950226,425
3605983,425
11546126,425
2675580,425
2701293,425
2736794,425
2752753,425
2781143,425
2872732,425
2886244,425
2921322,425
2927766,425
2949863,425
2789734,425
2968199,425
3049003,425
3587431,425
2968892,425
3173436,425
3170417,425
3152617,425
3083338,425
3048282,425
3039305,425
2989336,425
2985982,425
2968903,425
5348247,424
5668642,424
5587563,424
5567371,424
5398996,424
5372799,424
4130311,424
5346869,424
5344926,424
5331348,424
5289378,424
4936345,424
6068023,424
6043486,424
9362941,424
7262575,424
7266819,424
7304213,424
7314795,424
7316414,424
4051432,424
7317019,424
7840994,424
7876090,424
7888993,424
7902090,424
8957926,424
9146942,424
9463822,424
4128822,424
2805372,424
4047655,424
3090960,424
3865375,424
10967984,424
2677708,424
2687296,424
2695059,424
2713953,424
2730020,424
2769389,424
2775731,424
2870862,424
2944663,424
2979146,424
2991437,424
2761320,424
3096979,424
3748941,424
3131443,424
3841442,424
3831897,424
3828424,424
3795799,424
3782531,424
3787052,424
3718023,424
3633826,424
3613141,424
3151488,424
3131655,424
7297561,423
5636994,423
6285690,423
6285627,423
6045893,423
5655133,423
5644858,423
5358691,423
5570117,423
5557219,423
5534029,423
5420862,423
5416724,423
5366894,423
7324013,423
7313428,423
9530881,423
7329562,423
7398353,423
7534461,423
7564025,423
8032564,423
8080300,423
8154323,423
8167030,423
8327705,423
8990537,423
9276829,423
9327956,423
9344615,423
9387488,423
5276180,423
5357798,423
5380591,423
4016896,423
2872356,423
2978903,423
2970666,423
2941818,423
2931386,423
2901250,423
2888483,423
2835715,423
3059183,423
2807892,423
2750795,423
2733861,423
12234836,423
11092931,423
3986971,423
2985391,423
2898256,423
3067385,423
3661707,423
3898584,423
3072515,423
3860536,423
3799661,423
3799241,423
3712354,423
3737803,423
3631212,423
3176952,423
3146968,423
3135798,423
3112601,423
3093286,423
5374488,422
4152276,422
5341814,422
5341591,422
5305267,422
5300464,422
5298814,422
5297856,422
4022026,422
4133627,422
4123541,422
4119341,422
4110556,422
4059926,422
4035144,422
4007658,422
5415029,422
5391040,422
8370966,422
5415417,422
7428118,422
3791995,422
9603058,422
8200622,422
8159399,422
7935615,422
7914818,422
7617628,422
7425575,422
5544296,422
7332556,422
7328814,422
7281356,422
5648372,422
5581216,422
5564490,422
5556042,422
3831092,422
8388380,422
3784323,422
2769387,422
2922395,422
2904141,422
2900873,422
2879829,422
2872854,422
2856083,422
2787614,422
2765922,422
2932504,422
2760615,422
2750197,422
2738052,422
2712615,422
2701176,422
2649860,422
3756175,422
2927984,422
2694789,422
2956180,422
3166648,422
2979576,422
3725924,422
3719133,422
3676669,422
3573421,422
3177095,422
3173945,422
3571223,422
3155888,422
3152736,422
3146190,422
3107406,422
3067902,422
3052632,422
3027563,422
3744775,422
5387457,421
5543889,421
5420283,421
5416629,421
5408985,421
5408980,421
5388800,421
5283530,421
5374508,421
5374420,421
5374416,421
5361271,421
5312071,421
5297597,421
5295196,421
5677194,421
5618961,421
7322234,421
6053070,421
7150487,421
5277369,421
9528502,421
8265629,421
8248096,421
8023248,421
7811387,421
7557874,421
7415655,421
7331956,421
7311558,421
7300733,421
7297680,421
7287612,421
7286295,421
7270963,421
5282251,421
7504019,421
5271914,421
3147193,421
3094406,421
3064045,421
3035884,421
2978346,421
2966890,421
2965867,421
2917399,421
2897486,421
2889565,421
2878230,421
2871297,421
2767120,421
2721266,421
2675169,421
11417625,421
3138832,421
2670188,421
3153378,421
3792270,421
3176413,421
4085573,421
4059001,421
4011606,421
4010441,421
3966566,421
3893741,421
4259349,421
3784037,421
3761675,421
3741919,421
3718183,421
3682752,421
3763148,421
3667061,421
5275911,420
5359126,420
5357270,420
5352568,420
5343801,420
5288138,420
4280215,420
5274868,420
5398554,420
4176409,420
4107460,420
3992764,420
3899535,420
3864813,420
5371801,420
5697846,420
5405454,420
5588337,420
5695367,420
6027408,420
6035808,420
7263961,420
7269215,420
7546698,420
7576001,420
7791194,420
8124113,420
8200600,420
9276778,420
9808203,420
3818446,420
7288437,420
3746512,420
3683134,420
2900518,420
3177193,420
10977955,420
2672735,420
2704417,420
2707454,420
2726095,420
2763674,420
2764047,420
2769674,420
2783677,420
2811289,420
2847473,420
2847539,420
2858640,420
2767837,420
2965185,420
3033470,420
2965873,420
3131914,420
3087752,420
3085427,420
3036011,420
3034313,420
3152074,420
3001365,420
2998528,420
2980276,420
2979464,420
2971988,420
4048228,419
5296467,419
5295278,419
5282968,419
4179789,419
4158077,419
4052053,419
3917667,419
4015955,419
3946327,419
5300793,419
3870247,419
3743181,419
3736310,419
3694402,419
5299152,419
9630265,419
5304645,419
5577873,419
3624918,419
9575000,419
8211128,419
7300410,419
7287076,419
5638380,419
5535179,419
5321140,419
5405856,419
5393641,419
5381214,419
5368404,419
5356951,419
5353309,419
3636743,419
3097543,419
3583628,419
2847592,419
2916000,419
2885909,419
2885667,419
2876592,419
2867153,419
2856005,419
2789909,419
2985876,419
2784481,419
2783979,419
2765837,419
2764161,419
2729011,419
3574008,419
2926521,419
2851023,419
3012524,419
2641695,419
3057314,419
3180421,419
3176233,419
3143920,419
3136091,419
3123969,419
3124674,419
3084220,419
3083713,419
3073548,419
3071838,419
3066000,419
3059200,419
5602822,418
5271423,418
5570348,418
5388418,418
5364046,418
5348392,418
5309117,418
5294071,418
4021919,418
4940350,418
4196119,418
4168952,418
4135595,418
4104769,418
4060436,418
5682471,418
5619419,418
9775502,418
5733643,418
7632611,418
3895822,418
9285448,418
8929962,418
8566446,418
8417114,418
8174035,418
7578563,418
7265774,418
7394232,418
7328487,418
7300202,418
7299688,418
7299211,418
7282272,418
3983946,418
3885548,418
10990808,418
2717752,418
2888076,418
2878147,418
2867608,418
2841789,418
2739850,418
2729219,418
2709841,418
2901934,418
2689130,418
2683589,418
2678199,418
11089644,418
3880236,418
10825908,418
2893047,418
2814124,418
2953428,418
3176485,418
3851379,418
2971371,418
3834697,418
3789290,418
3736395,418
3185430,418
3181750,418
3845409,418
3131861,418
3076115,418
3070716,418
3059779,418
3106949,418
2980727,418
4261126,417
5345678,417
5300014,417
5293837,417
5292304,417
5284481,417
5272740,417
4159501,417
4178337,417
4142173,417
4124959,417
4047463,417
4047218,417
5358024,417
5357555,417
4022588,417
5548250,417
5559871,417
5664225,417
5687360,417
5690263,417
5827452,417
6026326,417
7277079,417
7285679,417
7308647,417
7533978,417
7760153,417
7961211,417
8418857,417
9423778,417
4033306,417
7314030,417
4002995,417
2730206,417
2942954,417
2918533,417
2917433,417
2889435,417
2871046,417
2833570,417
2699927,417
2970281,417
2699123,417
2696198,417
2694927,417
2684290,417
2650751,417
3994895,417
2967411,417
11147712,417
3057828,417
3645160,417
3893417,417
3858093,417
3850935,417
3850489,417
3709280,417
3747388,417
3569403,417
3157270,417
3142839,417
3133974,417
3124518,417
3108356,417
3090102,417
4096486,416
5286578,416
5281925,416
5271587,416
4189776,416
4105813,416
3994308,416
4086874,416
4080246,416
4049178,416
4015020,416
3996518,416
5349430,416
3990275,416
5334071,416
5667804,416
5352543,416
5373424,416
5531715,416
5592737,416
5600160,416
5636300,416
5640731,416
5682447,416
5695142,416
7293792,416
7319170,416
7330314,416
7991758,416
8198757,416
3859244,416
3922211,416
7683660,416
3852155,416
3001270,416
10992882,416
3809765,416
2677959,416
2704813,416
2719080,416
2784030,416
2798055,416
2898163,416
2900725,416
2931846,416
2940428,416
2969630,416
2974609,416
2978891,416
11514470,416
3027025,416
3170336,416
3042367,416
3725005,416
3664224,416
3625863,416
3177554,416
3176562,416
3772680,416
3149495,416
3136927,416
3134359,416
3084568,416
3141661,416
3061253,416
4277293,415
5524098,415
5346698,415
5312218,415
5296858,415
5272124,415
4085694,415
4261440,415
3935677,415
3927213,415
3924755,415
3840156,415
5598599,415
5567636,415
6082567,415
5613893,415
5620308,415
5645770,415
5668199,415
5685814,415
5826049,415
6393217,415
7327125,415
7366761,415
7675508,415
7746055,415
8292009,415
8423811,415
3837944,415
3836002,415
3829937,415
2969849,415
3788264,415
10779688,415
11196423,415
2646569,415
2683503,415
2701853,415
2716407,415
2847064,415
2874698,415
2903996,415
2927672,415
2957594,415
2968474,415
2761315,415
2972197,415
3152655,415
2972394,415
3567858,415
3189128,415
3188848,415
3184644,415
3171876,415
3619989,415
3125334,415
3089598,415
3033449,415
3027337,415
3129941,415
5708108,414
5348220,414
5598572,414
5566326,414
5524385,414
4088788,414
5392857,414
5358104,414
5281662,414
5334229,414
5307583,414
5281509,414
4931003,414
4930508,414
4159991,414
5677502,414
8428925,414
6310049,414
6372362,414
7262313,414
7289359,414
7297635,414
7303804,414
7333254,414
7632272,414
7638940,414
7751259,414
7827635,414
7935918,414
8176827,414
8424733,414
9623404,414
4105979,414
5415956,414
4071040,414
2880442,414
2917992,414
2914741,414
2903519,414
2893482,414
2888917,414
2885150,414
2874076,414
2967465,414
2847272,414
2765693,414
2704664,414
2682944,414
2671817,414
3999306,414
2963812,414
2663346,414
2994882,414
3190063,414
3034793,414
3823982,414
3775479,414
3772998,414
3744735,414
3643119,414
3830095,414
3170303,414
3136994,414
3125148,414
3080669,414
3146999,414
3079486,414
6046040,413
7318992,413
7313881,413
7291221,413
7283719,413
7262825,413
5350209,413
5592302,413
5352349,413
5297884,413
5283319,413
5272166,413
7377789,413
4256516,413
7348753,413
8021554,413
7397782,413
7431217,413
7575159,413
7605240,413
7921585,413
7932655,413
8033120,413
8067194,413
8403408,413
8410840,413
9389000,413
9502380,413
9682141,413
