species_key,occurrence_count
4109540,42571
3738544,42528
7331288,42508
3114643,42498
7750992,42431
2651816,42423
2669112,42404
2679735,42400
2689152,42398
6369729,42360
2705488,42356
3135064,42355
3169120,42353
3725062,42352
2769493,42346
3070382,42335
3114986,42263
3176197,42259
3110588,42206
3152820,42202
3176354,42189
2986239,42168
2673070,42159
5341296,42134
4279671,42079
2864004,42056
5414990,42006
8916040,41997
7664292,41964
2986130,41957
2889433,41956
3083957,41933
5361872,41915
2703721,41899
2956364,41889
5341190,41878
2882758,41868
7315286,41859
5341754,41854
4201607,41812
3140346,41648
2687940,41643
3086240,41631
5359330,41566
5373368,41491
5406789,41474
2874024,41446
3045463,41430
2888276,41384
3085469,41374
7872219,41369
2926902,41268
5372963,41246
2702905,41235
2914110,41169
3638577,41161
4104891,41147
5286346,41099
6026490,41097
2723156,41096
3171943,41058
2706218,41050
3172549,41047
2778437,41044
2982583,41024
3169169,40964
3666800,40961
2765942,40944
2681651,40881
2883005,40832
7950792,40739
2984492,40715
2724150,40697
3060998,40690
5387821,40615
5289746,40498
3172092,40491
2704523,40465
2703346,40416
3033134,40389
3188747,40217
3190621,40204
2971042,40201
2985949,40196
2704211,40164
8227194,40081
2879737,40039
3134867,39952
2985688,39950
3085811,39933
7335496,39904
5359647,39903
3642531,39788
3085439,39728
2700795,39653
6369819,39612
3128166,39589
3050595,39576
5301141,39559
5279115,39524
3169790,39480
7296375,39453
2770961,39450
2688424,39391
3129663,39353
2669113,39352
3084923,39348
3034826,39344
3083862,39344
4201709,39282
5283004,39264
3069053,39211
2888980,39166
3033377,39152
5372693,39150
3013215,39112
3151618,39089
2684191,39086
5682465,39035
7703116,39034
2671369,38982
2925514,38980
5276013,38958
2731137,38949
3137579,38936
5374118,38910
3113784,38882
5384470,38862
3152365,38804
2702384,38771
2766030,38746
5356917,38728
4133640,38725
5384741,38710
2869311,38645
3725447,38645
3113637,38620
2889934,38619
5285332,38614
5356662,38613
3172050,38603
7294681,38583
7855120,38545
4172817,38541
3172414,38530
5581563,38462
2702793,38450
3033107,38425
3033464,38423
5356714,38328
5329591,38323
8346717,38285
2688420,38284
2722383,38270
2975076,38217
2704102,38206
11774892,38181
3033605,38177
7551162,38163
5301183,38153
2963689,38113
7303616,38112
8810827,38089
2928978,38079
5421116,38054
5391480,37875
2963569,37869
2684171,37791
2913288,37787
5334218,37782
5408512,37760
11483847,37730
2969431,37718
3188859,37680
3121650,37613
7515045,37537
2703740,37509
5341345,37505
7325923,37500
3042086,37495
5359018,37474
2688969,37342
3040253,37309
3131809,37273
2684178,37256
2705162,37216
5560037,37209
5408269,37180
5403470,37176
4121791,37131
3173271,37129
3082240,37125
2689102,37088
6559940,37055
3041800,37046
7124257,37042
2891918,36991
5586962,36990
2948698,36985
8169088,36985
2874496,36900
5687974,36899
3602683,36895
2784401,36886
5289679,36845
3046736,36822
2673622,36770
2768367,36738
2915025,36730
5538108,36664
3025029,36587
2793158,36539
3170266,36518
2732630,36491
5376309,36386
3033382,36369
7456960,36349
8196434,36342
3033348,36293
5373322,36239
8911082,36221
2951968,36220
3177112,36203
9202318,36133
5361889,36004
8022456,36001
8069406,35955
5331238,35949
3172297,35926
2764179,35920
2695675,35906
8317978,35893
6374443,35871
5275110,35824
5386938,35813
5371704,35805
5540332,35805
5283400,35701
3033197,35693
2673526,35581
3170866,35537
3172413,35494
4144085,35462
5359499,35440
8344892,35421
5414469,35415
2669035,35234
9557964,35203
5376616,35188
2650107,35186
2668979,35171
5323741,35158
2925649,35148
11007246,35147
7890013,35141
3046217,35121
2703764,35120
3114229,35120
5371702,35114
2704394,35103
5414248,35038
2840460,34985
3152614,34981
5305277,34980
7319895,34962
3084022,34958
5357407,34934
2889320,34887
2689327,34866
5277079,34809
5370154,34798
8153621,34744
8377116,34735
2952012,34718
2742413,34697
2703243,34696
2979775,34683
5356649,34681
5283478,34648
3158040,34590
2975768,34575
3887764,34550
2965331,34525
3054357,34522
2676100,34511
3112552,34509
2873896,34486
5370755,34440
12260886,34402
2928835,34396
2704930,34391
2742342,34380
9419993,34365
5331391,34364
2927493,34316
2890287,34309
3085349,34274
4119612,34263
2724481,34261
5289917,34243
2873861,34232
2926995,34215
7351266,34206
3171964,34184
2689218,34123
2705953,34108
9226313,34107
5380015,34090
3107708,34080
3084842,34025
5568446,33974
3734492,33931
5323572,33883
3086784,33821
5331404,33813
5411408,33801
3172001,33773
2713142,33756
2865125,33753
3171939,33749
8288930,33708
4151634,33706
5352354,33702
6391150,33677
5301175,33665
3027452,33658
9184619,33652
7296398,33644
7733140,33614
2665377,33585
5385655,33582
5371740,33573
5371711,33550
5406735,33546
7886879,33523
5410480,33434
3034681,33423
6063730,33404
5341499,33333
2975667,33331
3169315,33331
5290003,33281
7127810,33211
8300054,33141
5270780,33123
5583213,33112
2705378,33087
10705171,33082
5349333,33075
7804549,33049
2778457,33040
2710650,33038
3149462,33032
3007783,33024
3169816,32976
3070024,32973
2727765,32969
7297904,32943
2702361,32915
2808426,32878
2705737,32855
5345014,32825
3040232,32810
3104537,32791
5359249,32771
2930222,32761
5347718,32740
3122039,32731
2928400,32722
5286381,32709
8133114,32705
2808461,32696
7678610,32644
5314814,32643
2927459,32625
2951998,32625
3033108,32623
8368021,32621
3115875,32615
2683060,32611
8164781,32595
7267358,32590
